no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
11,Λυδοῖσι,n-p---md-,ethnic,0,78,26,εἰσὶ δὲ οἵδε Λυδοί Φρύγες Μυσοί Μαριανδυνοί Χάλυβες Παφλαγόνες Θρήικες οἱ Θυνοί τε καὶ Βιθυνοί Κᾶρες Ἴωνες Δωριέες Αἰολέες Πάμφυλοι κατεστραμμένων δὲ τούτων καὶ προσεπικτωμένου Κροίσου Λυδοῖσι ἀπικνέονται ἐς Σάρδις ἀκμαζούσας πλούτῳ ἄλλοι τε οἱ πάντες ἐκ τῆς Ἑλλάδος σοφισταί οἳ τοῦτον τὸν χρόνον ἐτύγχανον ἐόντες ὡς ἕκαστος αὐτῶν ἀπικνέοιτο καὶ δὴ καὶ Σόλων ἀνὴρ Ἀθηναῖος ὃς Ἀθηναίοισι νόμους κελεύσασι ποιήσας ἀπεδήμησε ἔτεα δέκα κατά θεωρίης πρόφασιν ἐκπλώσας ἵνα δὴ μή τινα τῶν νόμων ἀναγκασθῇ λῦσαι τῶν ἔθετο
12,Ἀθηναῖον,a-s---ma-,ethnic,0,82,12,Σόλων δὲ οὐδὲν ὑποθωπεύσας ἀλλὰ τῷ ἐόντι χρησάμενος λέγει ὦ βασιλεῦ Τέλλον Ἀθηναῖον
13,Δελφοὺς,n-p---ma-,place,0,87,7,Ἀργεῖοι δὲ σφέων εἰκόνας ποιησάμενοι ἀνέθεσαν ἐς Δελφοὺς ὡς ἀριστῶν γενομένων
14,Μυσίῳ,a-s---md-,ethnic,0,91,8,ἐν δὲ τῷ αὐτῷ χρόνῳ τούτῳ ἐν τῷ Μυσίῳ Ὀλύμπῳ ὑὸς χρῆμα γίνεται μέγα
15,Σαρδίων,n-p---ng-,place,ethnic,98,17,ἐντειλάμενος δὲ τοῖσι Λυδοῖσι τάδε ἀπέπεμπε ἐς τὴν διάπειραν τῶν χρηστηρίων ἀπʼ ἧς ἂν ἡμέρης ὁρμηθέωσι ἐκ Σαρδίων ἀπὸ ταύτης ἡμερολογέοντας τὸν λοιπὸν χρόνον ἑκατοστῇ ἡμέρῃ χρᾶσθαι τοῖσι χρηστηρίοισι ἐπειρωτῶντας ὅ τι ποιέων τυγχάνοι ὁ Λυδῶν βασιλεὺς Κροῖσος ὁ Ἀλυάττεω
16,Δελφοῖσι,n-p---md-,place,ethnic,99,2,ἐν δὲ Δελφοῖσι ὡς ἐσῆλθον τάχιστα ἐς τὸ μέγαρον οἱ Λυδοὶ χρησόμενοι τῷ θεῷ καὶ ἐπειρώτων τὸ ἐντεταλμένον ἡ Πυθίη ἐν ἑξαμέτρῳ τόνῳ λέγει τάδε
17,Σαμίου,a-s---mg-,ethnic,0,109,6,φασὶ δὲ μιν Δελφοὶ Θεοδώρου τοῦ Σαμίου ἔργον εἶναι καὶ ἐγὼ δοκέω
18,Ἰσμηνίου,a-s---mg-,ethnic,0,115,16,τὰ ἔτι καὶ ἀμφότερα ἐς ἐμὲ ἦν κείμενα ἐν Θήβῃσι καὶ Θηβέων ἐν τῳ νηῷ τοῦ Ἰσμηνίου Ἀπόλλωνος
19,Δελφοὺς,n-p---ma-,place,0,119,23,ἐπείτε δὲ ἀνενειχθέντα τὰ θεοπρόπια ἐπύθετο ὁ Κροῖσος ὑπερήσθη τε τοῖσι χρηστηρίοισι πάγχυ τε ἐλπίσας καταλύσειν τὴν Κύρου βασιληίην πέμψας αὖτις ἐς Πυθὼ Δελφοὺς δωρέεται πυθόμενος αὐτῶν τὸ πλῆθος κατʼ ἄνδρα δύο στατῆρσι ἕκαστον χρυσοῦ
20,Δελφοὺς,n-p---ma-,place,ethnic,121,3,δωρησάμενος δὲ τοὺς Δελφοὺς ὁ Κροῖσος ἐχρηστηριάζετο τὸ τρίτον
21,Λυδὲ,n-s---mv-,ethnic,0,122,8,ἀλλʼ ὅταν ἡμίονος βασιλεὺς Μήδοισι γένηται καὶ τότε Λυδὲ ποδαβρέ πολυψήφιδα παρʼ Ἕρμον φεύγειν μηδὲ μένειν μηδʼ αἰδεῖσθαι κακός εἶναι
22,Ἕρμον,n-s---ma-,place,0,122,12,ἀλλʼ ὅταν ἡμίονος βασιλεὺς Μήδοισι γένηται καὶ τότε Λυδὲ ποδαβρέ πολυψήφιδα παρʼ Ἕρμον φεύγειν μηδὲ μένειν μηδʼ αἰδεῖσθαι κακός εἶναι
23,Ἕλληνος,n-s---mg-,ethnic,0,124,13,ἐπὶ μὲν γὰρ Δευκαλίωνος βασιλέος οἴκεε γῆν τὴν Φθιῶτιν ἐπὶ δὲ Δώρου τοῦ Ἕλληνος τὴν ὑπὸ τὴν Ὄσσαν τε καὶ τὸν Ὄλυμπον χώρην καλεομένην δὲ Ἱστιαιῶτιν
24,Φύη,n-s---fn-,place,0,137,10,ἐν τῷ δήμῳ τῷ Παιανιέι ἦν γυνὴ τῇ οὔνομα ἦν Φύη μέγαθος ἀπὸ τεσσέρων πηχέων ἀπολείπουσα τρεῖς δακτύλους καὶ ἄλλως εὐειδής
25,Ἀθηναίη,n-s---fn-,place,0,139,9,αὐτίκα δὲ ἔς τε τοὺς δήμους φάτις ἀπίκετο ὡς Ἀθηναίη Πεισίστρατον κατάγει καὶ οἱ ἐν τῷ ἄστεϊ πειθόμενοι τὴν γυναῖκα εἶναι αὐτὴν τὴν θεὸν προσεύχοντό τε τὴν ἄνθρωπον καὶ ἐδέκοντο Πεισίστρατον
26,Ἀθηναίης,n-s---fg-,place,0,144,26,καὶ οὗτοί τε πανστρατιῇ ἤισαν ἐπὶ τοὺς κατιόντας καὶ οἱ ἀμφὶ Πεισίστρατον ὡς ὁρμηθέντες ἐκ Μαραθῶνος ἤισαν ἐπὶ τὸ ἄστυ ἐς τὠυτὸ συνιόντες ἀπικνέονται ἐπὶ Παλληνίδος Ἀθηναίης ἱρόν καὶ ἀντία ἔθεντο τὰ ὅπλα
27,Ἀθηνέων,n-p---mg-,place,ethnic,149,4,καὶ Πεισίστρατος μὲν ἐτυράννευε Ἀθηνέων Ἀθηναίων δὲ οἳ μὲν ἐν τῇ μάχη ἐπεπτώκεσαν οἳ δὲ αὐτῶν μετʼ Ἀλκμεωνιδέων ἔφευγον ἐκ τῆς οἰκηίης
28,Ἀθηναίης,n-s---fg-,place,0,158,20,αἱ δὲ πέδαι αὗται ἐν τῇσι ἐδεδέατο ἔτι καὶ ἐς ἐμὲ ἦσαν σόαι ἐν Τεγέῃ περὶ τὸν νηὸν τῆς Ἀλέης Ἀθηναίης κρεμάμεναι
29,Ἀρκαδίης,n-s---mn-,place,0,161,2,ἔστι τις Ἀρκαδίης Τεγέη λευρῷ ἐνὶ χώρῳ ἔνθʼ ἄνεμοι πνείουσι δύω κρατερῆς ὑπʼ ἀνάγκης καὶ τύπος ἀντίτυπος καὶ πῆμʼ ἐπὶ πήματι κεῖται
30,Ἕλληνα,n-s---ma-,ethnic,0,168,6,ὦ Λακεδαιμόνιοι χρήσαντος τοῦ θεοῦ τὸν Ἕλληνα φίλον προσθέσθαι ὑμέας γὰρ πυνθάνομαι προεστάναι τῆς Ἑλλάδος ὑμέας ὦν κατὰ τὸ χρηστήριον προσκαλέομαι φίλος τε θέλων γενέσθαι καὶ σύμμαχος ἄνευ τε δόλου καὶ ἀπάτης
31,Σαμίην,n-s---fa-,ethnic,place,173,15,οἱ μὲν Λακεδαιμόνιοι λέγουσι ὡς ἐπείτε ἀγόμενος ἐς τὰς Σάρδις ὁ κρητὴρ ἐγίνετο κατὰ τὴν Σαμίην πυθόμενοι Σάμιοι ἀπελοίατο αὐτὸν νηυσὶ μακρῇσι ἐπιπλώσαντες
32,Λυδοῖσι,n-p---md-,ethnic,place,177,24,παρασκευαζομένου δὲ Κροίσου στρατεύεσθαι ἐπὶ Πέρσας τῶν τις Λυδῶν νομιζόμενος καὶ πρόσθε εἶναι σοφός ἀπὸ δὲ ταύτης τῆς γνώμης καὶ τὸ κάρτα οὔνομα ἐν Λυδοῖσι ἔχων συνεβούλευσε Κροίσῳ τάδε
33,Λυδούς,n-p---ma-,ethnic,place,178,14,ἐγὼ μέν νυν θεοῖσι ἔχω χάριν οἳ οὐκ ἐπὶ νόον ποιέουσι Πέρσῃσι στρατεύεσθαι ἐπὶ Λυδούς
34,Λυδοὺς,n-p---ma-,ethnic,place,179,3,Πέρσῃσι γάρ πρὶν Λυδοὺς καταστρέψασθαι ἦν οὔτε ἁβρὸν οὔτε ἀγαθὸν οὐδέν
35,Ματιηνοὺς,n-p---ma-,ethnic,place,182,23,ὁ γὰρ οὖρος ἦν τῆς τε Μηδικῆς ἀρχῆς καὶ τῆς Λυδικῆς ὁ Ἅλυς ποταμός ὃς ῥέει ἐξ Ἀρμενίου ὄρεος διὰ Κιλίκων μετὰ δὲ Ματιηνοὺς μὲν ἐν δεξιῇ ἔχει ῥέων ἐκ δὲ τοῦ ἑτέρου Φρύγας
36,Λυδίην,n-s---ma-,place,0,204,6,ἐλάσας γὰρ τὸν στρατὸν ἐς τὴν Λυδίην αὐτὸς ἄγγελος Κροίσῳ ἐληλύθεε
37,Σαρδιηνοῦ,a-s---mg-,ethnic,0,207,12,ἐς τὸ πεδίον δὲ συνελθόντων τοῦτο τὸ πρὸ τοῦ ἄστεος ἐστὶ τοῦ Σαρδιηνοῦ ἐὸν μέγα τε καὶ ψιλὸν ʽδιὰ δὲ αὐτοῦ ποταμοὶ ῥέοντες καὶ ἄλλοι καὶ Ὕλλος συρρηγνῦσι ἐς τὸν μέγιστον καλεόμενον δὲ Ἕρμον ὃς ἐξ ὄρεος ἱροῦ μητρὸς Δινδυμήνης ῥέων ἐκδιδοῖ ἐς θάλασσαν κατὰ Φωκαίην πόλιν̓ ἐνθαῦτα ὁ Κῦρος ὡς εἶδε τοὺς Λυδοὺς ἐς μάχην τασσομένους καταρρωδήσας τὴν ἵππον ἐποίησε Ἁρπάγου ὑποθεμένου ἀνδρὸς Μήδου τοιόνδε
38,Ἕρμον,n-s---ma-,place,0,207,33,ἐς τὸ πεδίον δὲ συνελθόντων τοῦτο τὸ πρὸ τοῦ ἄστεος ἐστὶ τοῦ Σαρδιηνοῦ ἐὸν μέγα τε καὶ ψιλὸν ʽδιὰ δὲ αὐτοῦ ποταμοὶ ῥέοντες καὶ ἄλλοι καὶ Ὕλλος συρρηγνῦσι ἐς τὸν μέγιστον καλεόμενον δὲ Ἕρμον ὃς ἐξ ὄρεος ἱροῦ μητρὸς Δινδυμήνης ῥέων ἐκδιδοῖ ἐς θάλασσαν κατὰ Φωκαίην πόλιν̓ ἐνθαῦτα ὁ Κῦρος ὡς εἶδε τοὺς Λυδοὺς ἐς μάχην τασσομένους καταρρωδήσας τὴν ἵππον ἐποίησε Ἁρπάγου ὑποθεμένου ἀνδρὸς Μήδου τοιόνδε
39,Σάρδιες,n-p---fn-,place,0,222,0,Σάρδιες δὲ ἥλωσαν ὧδε
40,Σαρδίων,n-p---mg-,place,ethnic,223,6,τῇ οὐδὲ Μήλης ὁ πρότερον βασιλεὺς Σαρδίων μούνῃ οὐ περιήνεικε τὸν λέοντα τὸν οἱ ἡ παλλακὴ ἔτεκε Τελμησσέων δικασάντων ὡς περιενειχθέντος τοῦ λέοντος τὸ τεῖχος ἔσονται Σάρδιες ἀνάλωτοι
41,Σάρδιές,n-p---fn-,place,0,225,5,προσβάντων δὲ συχνῶν οὕτω δὴ Σάρδιές τε ἡλώκεσαν καὶ πᾶν τὸ ἄστυ ἐπορθέετο
42,Λυδὲ,n-s---mv-,ethnic,0,227,0,Λυδὲ γένος πολλῶν βασιλεῦ μέγα νήπιε Κροῖσε μὴ βούλου πολύευκτον ἰὴν ἀνὰ δώματʼ ἀκούειν παιδὸς φθεγγομένου
43,Σαρδίων,n-p---fg-,place,ethnic,240,12,προθυμεομένου δὲ Λοξίεω ὅκως ἂν κατὰ τοὺς παῖδας τοῦ Κροίσου γένοιτο τὸ Σαρδίων πάθος καὶ μὴ κατʼ αὐτὸν Κροῖσον οὐκ οἷόν τε ἐγίνετο παραγαγεῖν μοίρας
44,Σαρδίων,n-p---fg-,place,ethnic,241,5,τρία γὰρ ἔτεα ἐπανεβάλετο τὴν Σαρδίων ἅλωσιν καὶ τοῦτο ἐπιστάσθω Κροῖσος ὡς ὕστερον τοῖσι ἔτεσι τούτοισι ἁλοὺς τῆς πεπρωμένης
45,Πέρσης,n-p---fn-,ethnic,0,243,13,ἣ μὲν γὰρ ἦν Μηδὶς καὶ Ἀστυάγεος θυγάτηρ τοῦ Μήδων βασιλέος ὁ δὲ Πέρσης τε ἦν καὶ ἀρχόμενος ὑπʼ ἐκείνοισι καὶ ἔνερθε ἐὼν τοῖσι ἅπασι δεσποίνῃ τῇ ἑωυτοῦ συνοίκεε
46,Ἰωνίης,n-s---fg-,place,0,245,8,κατὰ μὲν δὴ τὴν Κροίσου τε ἀρχὴν καὶ Ἰωνίης τὴν πρώτην καταστροφὴν ἔσχε οὕτω
47,Δελφοῖσι,n-p---md-,place,ethnic,248,18,τὰ δʼ ἐν Βραγχίδῃσι τῇσι Μιλησίων ἀναθήματα Κροίσῳ ὡς ἐγὼ πυνθάνομαι ἴσα τε σταθμὸν καὶ ὅμοια τοῖσι ἐν Δελφοῖσι τὰ μέν νυν ἔς τε Δελφοὺς καὶ ἐς τοῦ Ἀμφιάρεω ἀνέθηκε οἰκήιά τε ἐόντα καὶ τῶν πατρωίων χρημάτων ἀπαρχήν
48,Ἀθηνέων,n-p---mg-,place,ethnic,261,8,τὸ δʼ αὐτῶν μέγιστον ἐστὶ τεῖχος κατὰ τὸν Ἀθηνέων κύκλον μάλιστά κῃ τὸ μέγαθος
49,Μαιήτιδος,n-s---fg-,place,0,269,6,ἔστι δὲ ἀπὸ τῆς λίμνης τῆς Μαιήτιδος ἐπὶ Φᾶσιν ποταμὸν καὶ ἐς Κόλχους τριήκοντα ἡμερέων εὐζώνῳ ὁδός ἐκ δὲ τῆς Κολχίδος οὐ πολλὸν ὑπερβῆναι ἐς τὴν Μηδικήν ἀλλʼ ἓν τὸ διὰ μέσου ἔθνος αὐτῶν ἐστι Σάσπειρες τοῦτο δὲ παραμειβομένοισι εἶναι ἐν τῇ Μηδικῇ
50,Κόλχους,n-p---ma-,ethnic,0,269,12,ἔστι δὲ ἀπὸ τῆς λίμνης τῆς Μαιήτιδος ἐπὶ Φᾶσιν ποταμὸν καὶ ἐς Κόλχους τριήκοντα ἡμερέων εὐζώνῳ ὁδός ἐκ δὲ τῆς Κολχίδος οὐ πολλὸν ὑπερβῆναι ἐς τὴν Μηδικήν ἀλλʼ ἓν τὸ διὰ μέσου ἔθνος αὐτῶν ἐστι Σάσπειρες τοῦτο δὲ παραμειβομένοισι εἶναι ἐν τῇ Μηδικῇ
51,Μήδοισι,n-p---md-,ethnic,0,285,12,εἷς δὴ τούτων τῶν παίδων συμπαίζων ἐὼν Ἀρτεμβάρεος παῖς ἀνδρὸς δοκίμου ἐν Μήδοισι οὐ γὰρ δὴ ἐποίησε τὸ προσταχθὲν ἐκ τοῦ Κύρου ἐκέλευε αὐτὸν τοὺς ἄλλους παῖδας διαλαβεῖν πειθομένων δὲ τῶν παίδων ὁ Κῦρος τὸν παῖδα τρηχέως κάρτα περιέσπε μαστιγέων
52,Μήδους,n-p---ma-,ethnic,0,293,6,Πέρσας γὰρ ἀναπείσας ἀπίστασθαι στρατηλάτεε ἐπὶ Μήδους
53,Ἀραβίων,n-s---mn-,ethnic,0,314,17,τούτοισι μὲν δὴ θύουσι μούνοισι ἀρχῆθεν ἐπιμεμαθήκασι δὲ καὶ τῇ Οὐρανίῃ θύειν παρά τε Ἀσσυρίων μαθόντες καὶ Ἀραβίων
54,Ἰωνίης,n-s---fg-,place,0,350,10,τῶν Ἄβαντες μὲν ἐξ Εὐβοίες εἰσὶ οὐκ ἐλαχίστη μοῖρα τοῖσι Ἰωνίης μέτα οὐδὲ τοῦ οὐνόματος οὐδέν Μινύαι δὲ Ὀρχομένιοί σφι ἀναμεμίχαται καὶ Καδμεῖοι καὶ Δρύοπες καὶ Φωκέες ἀποδάσμιοι καὶ Μολοσσοὶ καὶ Ἀρκάδες Πελασγοὶ καὶ Δωριέες Ἐπιδαύριοι ἄλλα τε ἔθνεα πολλὰ ἀναμεμίχαται
55,Ἐπιδαύριοι,a-p---mn-,ethnic,0,350,35,τῶν Ἄβαντες μὲν ἐξ Εὐβοίες εἰσὶ οὐκ ἐλαχίστη μοῖρα τοῖσι Ἰωνίης μέτα οὐδὲ τοῦ οὐνόματος οὐδέν Μινύαι δὲ Ὀρχομένιοί σφι ἀναμεμίχαται καὶ Καδμεῖοι καὶ Δρύοπες καὶ Φωκέες ἀποδάσμιοι καὶ Μολοσσοὶ καὶ Ἀρκάδες Πελασγοὶ καὶ Δωριέες Ἐπιδαύριοι ἄλλα τε ἔθνεα πολλὰ ἀναμεμίχαται
56,Μιλήτῳ,n-s---fd-,place,0,352,5,ταῦτα δὲ ἦν γινόμενα ἐν Μιλήτῳ
57,Κολοφωνίων,a-p---mg-,ethnic,0,356,6,ἄγουσι δὲ πάντες πλὴν Ἐφεσίων καὶ Κολοφωνίων
58,Σαρδίων,n-p---ng-,place,ethnic,381,7,ὡς δὲ ἀπήλασε ὁ Κῦρος ἐκ τῶν Σαρδίων τοὺς Λυδοὺς ἀπέστησε ὁ Πακτύης ἀπό τε Ταβάλου καὶ Κύρου καταβὰς δὲ ἐπὶ θάλασσαν ἅτε τὸν χρυσὸν ἔχων πάντα τὸν ἐκ τῶν Σαρδίων ἐπικούρους τε ἐμισθοῦτο καὶ τοὺς ἐπιθαλασσίους ἀνθρώπους ἔπειθε σὺν ἑωυτῷ στρατεύεσθαι
59,Σαρδίων,n-p---mg-,place,ethnic,381,30,ὡς δὲ ἀπήλασε ὁ Κῦρος ἐκ τῶν Σαρδίων τοὺς Λυδοὺς ἀπέστησε ὁ Πακτύης ἀπό τε Ταβάλου καὶ Κύρου καταβὰς δὲ ἐπὶ θάλασσαν ἅτε τὸν χρυσὸν ἔχων πάντα τὸν ἐκ τῶν Σαρδίων ἐπικούρους τε ἐμισθοῦτο καὶ τοὺς ἐπιθαλασσίους ἀνθρώπους ἔπειθε σὺν ἑωυτῷ στρατεύεσθαι
60,Πακτύην,n-s---ma-,place,0,388,29,καλέσας δὲ Μαζάρεα ἄνδρα Μῆδον ταῦτά τέ οἱ ἐνετείλατο προειπεῖν Λυδοῖσι τὰ ὁ Κροῖσος ὑπετίθετο καὶ πρὸς ἐξανδραποδίσασθαι τοὺς ἄλλους πάντας οἳ μετὰ Λυδῶν ἐπὶ Σάρδις ἐστρατεύσαντο αὐτὸν δὲ Πακτύην πάντως ζῶντα ἀγαγεῖν παρʼ ἑωυτόν
61,Πακτύην,n-s---ma-,place,0,390,23,Μαζάρης δὲ ὁ Μῆδος ἐλάσας ἐπὶ τὰς Σάρδις τοῦ Κύρου στρατοῦ μοῖραν ὅσην δή κοτε ἔχων ὡς οὐκ εὗρε ἔτι ἐόντας τοὺς ἀμφὶ Πακτύην ἐν Σάρδισι πρῶτα μὲν τοὺς Λυδοὺς ἠνάγκασε τὰς Κύρου ἐντολὰς ἐπιτελέειν ἐκ τούτου δὲ κελευσμοσύνης Λυδοὶ τὴν πᾶσαν δίαιταν τῆς ζόης μετέβαλον
62,Πακτύην,n-s---ma-,place,0,406,14,Κυμαῖοι γὰρ ὡς ἔμαθον ταῦτα πρησσόμενα ἐκ τῶν Μυτιληναίων πέμψαντες πλοῖον ἐς Λέσβον ἐκκομίζουσι Πακτύην ἐς Χίον
63,Σαρδόνιον,n-s---na-,place,0,423,14,οἱ δὲ Φωκαιέες πληρώσαντες καὶ αὐτοὶ τὰ πλοῖα ἐόντα ἀριθμὸν ἑξήκοντα ἀντίαζον ἐς τὸ Σαρδόνιον καλεόμενον πέλαγος
64,Ἀβδήροισι,n-p---nd-,ethnic,0,429,41,ἐπείτε γὰρ σφέων εἷλε χώματι τὸ τεῖχος Ἅρπαγος ἐσβάντες πάντες ἐς τὰ πλοῖα οἴχοντο πλέοντες ἐπὶ τῆς Θρηίκης καὶ ἐνθαῦτα ἔκτισαν πόλιν Ἄβδηρα τὴν πρότερος τούτων Κλαζομένιος Τιμήσιος κτίσας οὐκ ἀπόνητο ἀλλʼ ὑπὸ Θρηίκων ἐξελασθεὶς τιμὰς νῦν ὑπὸ Τηίων τῶν ἐν Ἀβδήροισι ὡς ἥρως ἔχει
65,Ἰωνίην,n-s---fa-,place,0,436,16,αὕτη μὲν Βίαντος τοῦ Πριηνέος γνώμη ἐπὶ διεφθαρμένοισι Ἴωσι γενομένη χρηστὴ δὲ καὶ πρὶν ἢ διαφθαρῆναι Ἰωνίην Θάλεω ἀνδρὸς Μιλησίου ἐγένετο τὸ ἀνέκαθεν γένος ἐόντος Φοίνικος ὃς ἐκέλευε ἓν βουλευτήριον Ἴωνας ἐκτῆσθαι τὸ δὲ εἶναι ἐν Τέῳ ʽΤέων γὰρ μέσον εἶναι Ἰωνίησ̓ τὰς δὲ ἄλλας πόλιας οἰκεομένας μηδὲν ἧσσον νομίζεσθαι κατά περ ἐς δῆμοι εἶεν
66,Λυδοῖσι,n-p---md-,ethnic,place,440,12,ἀποδείκνῦσι δὲ ἐν Μυλάσοισι Διὸς Καρίου ἱρὸν ἀρχαῖον τοῦ Μυσοῖσι μὲν καὶ Λυδοῖσι μέτεστι ὡς κασιγνήτοισι ἐοῦσι τοῖσι Καρσί
67,Καύνιοι,n-p---mn-,ethnic,0,442,2,οἱ δὲ Καύνιοι αὐτόχθονες δοκέειν ἐμοὶ εἰσί αὐτοὶ μέντοι ἐκ Κρήτης φασὶ εἶναι
68,Κεραμεικὸς,a-s---mn-,place,ethnic,449,35,οἳ τῆς χώρης τῆς σφετέρης τετραμμένης ἐς πόντον τὸ δὴ Τριόπιον καλέεται ἀργμένης δὲ ἐκ τῆς Χερσονήσου τῆς Βυβασσίης ἐούσης τε πάσης τῆς Κνιδίης πλὴν ὀλίγης περιρρόου ʽτὰ μὲν γὰρ αὐτῆς πρὸς βορέην ἄνεμον ὁ Κεραμεικὸς κόλπος ἀπέργει τὰ δὲ πρὸς νότον ἡ κατὰ Σύμην τε καὶ Ῥόδον θάλασσἀ τὸ ὦν δὴ ὀλίγον τοῦτο ἐὸν ὅσον τε ἐπὶ πέντε στάδια ὤρυσσον οἱ Κνίδιοι ἐν ὅσῳ Ἅρπαγος τὴν Ἰωνίην κατεστρέφετο βουλόμενοι νῆσον τὴν χώρην ποιῆσαι
69,Ἀρμενίων,n-p---ng-,ethnic,place,459,3,ῥέει δὲ ἐξ Ἀρμενίων ἐὼν μέγας καὶ βαθὺς καὶ ταχύς
70,Ματιηνοῖσι,n-p---md-,ethnic,place,470,17,ἐπείτε δὲ ὁ Κῦρος πορευόμενος ἐπὶ τὴν Βαβυλῶνα ἐγίνετο ἐπὶ Γύνδῃ ποταμῷ τοῦ αἱ μὲν πηγαὶ ἐν Ματιηνοῖσι ὄρεσι ῥέει δὲ διὰ Δαρδανέων ἐκδιδοῖ δὲ ἐς ἕτερον ποταμὸν Τίγρην ὁ δὲ παρὰ Ὦπιν πόλιν ῥέων ἐς τὴν Ἐρυθρὴν θάλασσαν ἐκδιδοῖ τοῦτον δὴ τὸν Γύνδην ποταμὸν ὡς διαβαίνειν ἐπειρᾶτο ὁ Κῦρος ἐόντα νηυσιπέρητον ἐνθαῦτά οἱ τῶν τις ἱρῶν ἵππων τῶν λευκῶν ὑπὸ ὕβριος ἐσβὰς ἐς τὸν ποταμὸν διαβαίνειν ἐπειρᾶτο ὁ δέ μιν συμψήσας ὑποβρύχιον οἰχώκεε φέρων
